name,city,state,population
Abraham Baldwin Agricultural College,Tifton,Georgia,4473
Brazosport College,Lake Jackson,Texas,4470
Laramie County Community College,Cheyenne,Wyoming,4470
Clark Atlanta University,Atlanta,Georgia,4465
Western New England University,Springfield,Massachusetts,4461
University Of South Carolina Aiken,Aiken,South Carolina,4461
Caldwell Community College And Technical Institute,Hudson,North Carolina,4460
Harrisburg University Of Science And Technology,Harrisburg,Pennsylvania,4460
Yakima Valley College,Yakima,Washington,4456
Coastal Bend College,Beeville,Texas,4453
Lake Land College,Mattoon,Illinois,4452
Seattle Pacific University,Seattle,Washington,4452
Benedictine University,Lisle,Illinois,4446
Trevecca Nazarene University,Nashville,Tennessee,4441
The College Of Saint Scholastica,Duluth,Minnesota,4428
Fairmont State University,Fairmont,West Virginia,4426
Point Park University,Pittsburgh,Pennsylvania,4423
Marian University,Indianapolis,Indiana,4419
Saint John Fisher College,Rochester,New York,4418
New River Community College,Dublin,Virginia,4412
Saint Xavier University,Chicago,Illinois,4411
West Hills College-Coalinga,Coalinga,California,4409
Jackson College,Jackson,Michigan,4404
Wingate University,Wingate,North Carolina,4400
Southern Union State Community College,Wadley,Alabama,4399
State Fair Community College,Sedalia,Missouri,4398
Hill College,Hillsboro,Texas,4384
Inver Hills Community College,Inver Grove Heights,Minnesota,4379
Schenectady County Community College,Schenectady,New York,4378
Indiana University-Northwest,Gary,Indiana,4370
Suny Corning Community College,Corning,New York,4370
Reading Area Community College,Reading,Pennsylvania,4369
University Of Mary,Bismarck,North Dakota,4355
College Of The Redwoods,Eureka,California,4331
Niagara University,Niagara University,New York,4324
Massachusetts Bay Community College,Wellesley Hills,Massachusetts,4320
Rogue Community College,Grants Pass,Oregon,4319
University Of St Thomas,Houston,Texas,4319
Lewis-Clark State College,Lewiston,Idaho,4315
Palm Beach Atlantic University,West Palm Beach,Florida,4315
Davidson County Community College,Thomasville,North Carolina,4314
Iona College,New Rochelle,New York,4310
Clark University,Worcester,Massachusetts,4304
Suny College Of Technology At Alfred,Alfred,New York,4303
Saint Edward'S University,Austin,Texas,4300
Baldwin Wallace University,Berea,Ohio,4293
Stevenson University,Stevenson,Maryland,4290
Hampton University,Hampton,Virginia,4283
Upper Iowa University,Fayette,Iowa,4275
Owensboro Community And Technical College,Owensboro,Kentucky,4268
Davis Technical College,Kaysville,Utah,4266
Cameron University,Lawton,Oklahoma,4263
Arcadia University,Glenside,Pennsylvania,4257
Augusta Technical College,Augusta,Georgia,4256
Siena College,Loudonville,New York,4252
St Cloud Technical And Community College,Saint Cloud,Minnesota,4240
Messiah University,Mechanicsburg,Pennsylvania,4234
Porterville College,Porterville,California,4234
Husson University,Bangor,Maine,4229
Babson College,Wellesley,Massachusetts,4222
Mountainland Technical College,Lehi,Utah,4219
Housatonic Community College,Bridgeport,Connecticut,4216
Great Basin College,Elko,Nevada,4215
Blue Ridge Community And Technical College,Martinsburg,West Virginia,4214
Bismarck State College,Bismarck,North Dakota,4210
Louisiana Delta Community College,Monroe,Louisiana,4208
Carroll University,Waukesha,Wisconsin,4205
University Of Northwestern-St Paul,Saint Paul,Minnesota,4204
Relay Graduate School Of Education,New York,New York,4199
Lander University,Greenwood,South Carolina,4193
Black Hawk College,Moline,Illinois,4191
Jefferson College,Hillsboro,Missouri,4185
Northern Wyoming Community College District,Sheridan,Wyoming,4184
School Of The Art Institute Of Chicago,Chicago,Illinois,4179
West Hills College-Lemoore,Lemoore,California,4177
St. Mary'S University,San Antonio,Texas,4170
Florida Southern College,Lakeland,Florida,4169
Eastern University,Saint Davids,Pennsylvania,4167
Gardner-Webb University,Boiling Springs,North Carolina,4166
Coastal Carolina Community College,Jacksonville,North Carolina,4160
Rockhurst University,Kansas City,Missouri,4159
Trine University,Angola,Indiana,4155
Shelton State Community College,Tuscaloosa,Alabama,4153
Xavier University Of Louisiana,New Orleans,Louisiana,4152
Texarkana College,Texarkana,Texas,4149
Casper College,Casper,Wyoming,4137
Kellogg Community College,Battle Creek,Michigan,4135
Mount Wachusett Community College,Gardner,Massachusetts,4124
Elmhurst University,Elmhurst,Illinois,4120
Colgate University,Hamilton,New York,4120
University Of North Carolina At Asheville,Asheville,North Carolina,4117
George C Wallace Community College-Dothan,Dothan,Alabama,4117
Mohave Community College,Kingman,Arizona,4110
East Central University,Ada,Oklahoma,4109
Howard College,Big Spring,Texas,4108
Strayer University-Tennessee,Memphis,Tennessee,4102
Bellarmine University,Louisville,Kentucky,4087
Fort Lewis College,Durango,Colorado,4085
Savannah Technical College,Savannah,Georgia,4085
Shawnee State University,Portsmouth,Ohio,4081
Black Hills State University,Spearfish,South Dakota,4072
Wiregrass Georgia Technical College,Valdosta,Georgia,4068
Wesleyan University,Middletown,Connecticut,4068
Chamberlain University-Administrative Office,Chicago,Illinois,4066
Calvin University,Grand Rapids,Michigan,4066
Le Moyne College,Syracuse,New York,4066
University Of St Francis,Joliet,Illinois,4062
College Of The Holy Cross,Worcester,Massachusetts,4053
Regis College,Weston,Massachusetts,4044
Palo Verde College,Blythe,California,4035
Augsburg University,Minneapolis,Minnesota,4025
Alliant International University-San Diego,San Diego,California,4023
Morton College,Cicero,Illinois,4022
Lewis & Clark College,Portland,Oregon,4020
Fairleigh Dickinson University-Florham Campus,Madison,New Jersey,4013
Louisiana State University-Alexandria,Alexandria,Louisiana,4011
Savannah State University,Savannah,Georgia,4001
Desales University,Center Valley,Pennsylvania,3985
West Virginia State University,Institute,West Virginia,3980
John Carroll University,University Heights,Ohio,3973
Santa Fe Community College,Santa Fe,New Mexico,3973
Victoria College,Victoria,Texas,3968
Andrews University,Berrien Springs,Michigan,3967
Western Nevada College,Carson City,Nevada,3965
South Mountain Community College,Phoenix,Arizona,3963
Northwest State Community College,Archbold,Ohio,3948
Hope College,Holland,Michigan,3947
East Mississippi Community College,Scooba,Mississippi,3944
Lynn University,Boca Raton,Florida,3941
Bay Path University,Longmeadow,Massachusetts,3937
Charleston Southern University,Charleston,South Carolina,3935
Keene State College,Keene,New Hampshire,3934
Indian Hills Community College,Ottumwa,Iowa,3934
Alcorn State University,Alcorn State,Mississippi,3934
Valparaiso University,Valparaiso,Indiana,3919
Northwestern Michigan College,Traverse City,Michigan,3915
Clover Park Technical College,Lakewood,Washington,3909
Jamestown Community College,Jamestown,New York,3906
Coastal Pines Technical College,Waycross,Georgia,3905
Muskegon Community College,Muskegon,Michigan,3900
Dominican University,River Forest,Illinois,3900
Sullivan University,Louisville,Kentucky,3897
Indiana University-East,Richmond,Indiana,3882
Hagerstown Community College,Hagerstown,Maryland,3881
Marymount University,Arlington,Virginia,3876
Suny Downstate Health Sciences University,Brooklyn,New York,3868
Taft College,Taft,California,3865
Jersey College,Teterboro,New Jersey,3860
Cochise County Community College District,Sierra Vista,Arizona,3860
Middlebury College,Middlebury,Vermont,3859
Wheaton College,Wheaton,Illinois,3852
South Suburban College,South Holland,Illinois,3846
Indiana Institute Of Technology-College Of Professional Studies,Fort Wayne,Indiana,3846
Bevill State Community College,Jasper,Alabama,3844
Culinary Institute Of America,Hyde Park,New York,3830
Bob Jones University,Greenville,South Carolina,3830
Franciscan University Of Steubenville,Steubenville,Ohio,3822
Mitchell Community College,Statesville,North Carolina,3821
Springfield College,Springfield,Massachusetts,3820
Mcdaniel College,Westminster,Maryland,3815
Northwest-Shoals Community College,Muscle Shoals,Alabama,3812
Goodwin University,East Hartford,Connecticut,3811
Northern State University,Aberdeen,South Dakota,3810
Rogers State University,Claremore,Oklahoma,3809
Northshore Technical Community College,Lacombe,Louisiana,3807
Suny College At Potsdam,Potsdam,New York,3799
Asa College,Brooklyn,New York,3795
Southeastern Baptist Theological Seminary,Wake Forest,North Carolina,3790
Naval Postgraduate School,Monterey,California,3784
Unitek College,Fremont,California,3782
College Of Coastal Georgia,Brunswick,Georgia,3781
Smith College,Northampton,Massachusetts,3780
Blue Ridge Community College,Weyers Cave,Virginia,3773
St Olaf College,Northfield,Minnesota,3772
Midwestern Baptist Theological Seminary,Kansas City,Missouri,3770
Tunxis Community College,Farmington,Connecticut,3764
Rollins College,Winter Park,Florida,3747
Riverland Community College,Austin,Minnesota,3741
Maysville Community And Technical College,Maysville,Kentucky,3735
John A Logan College,Carterville,Illinois,3735
Lake Washington Institute Of Technology,Kirkland,Washington,3732
Honolulu Community College,Honolulu,Hawaii,3731
University Of Hawaii At Hilo,Hilo,Hawaii,3729
Central Virginia Community College,Lynchburg,Virginia,3728
Brigham Young University-Hawaii,Laie,Hawaii,3728
Hamline University,Saint Paul,Minnesota,3724
Union University,Jackson,Tennessee,3713
Saint Peter'S University,Jersey City,New Jersey,3707
Wisconsin Indianhead Technical College,Shell Lake,Wisconsin,3702
Northern Oklahoma College,Tonkawa,Oklahoma,3697
Barnard College,New York,New York,3696
Fort Valley State University,Fort Valley,Georgia,3692
Pacific Lutheran University,Tacoma,Washington,3692
Westcliff University,Irvine,California,3679
Oberlin College,Oberlin,Ohio,3669
Shepherd University,Shepherdstown,West Virginia,3665
Adams State University,Alamosa,Colorado,3664
Lock Haven University,Lock Haven,Pennsylvania,3661
Holy Family University,Philadelphia,Pennsylvania,3660
University Of North Texas Health Science Center,Fort Worth,Texas,3657
Mendocino College,Ukiah,California,3654
Midwestern University-Downers Grove,Downers Grove,Illinois,3647
Bates Technical College,Tacoma,Washington,3634
Delta State University,Cleveland,Mississippi,3631
Florence-Darlington Technical College,Florence,South Carolina,3630
Letourneau University,Longview,Texas,3630
Spring Arbor University,Spring Arbor,Michigan,3628
Indiana University-Kokomo,Kokomo,Indiana,3627
Capital University,Columbus,Ohio,3625
Central Methodist University-College Of Graduate And Extended Studies,Fayette,Missouri,3623
James A Rhodes State College,Lima,Ohio,3623
Northeast Mississippi Community College,Booneville,Mississippi,3622
Concordia University-Nebraska,Seward,Nebraska,3620
St Clair County Community College,Port Huron,Michigan,3618
Suny College Of Technology At Canton,Canton,New York,3614
Philadelphia College Of Osteopathic Medicine,Philadelphia,Pennsylvania,3610
Henderson State University,Arkadelphia,Arkansas,3607
Suny College Of Technology At Delhi,Delhi,New York,3605
Vassar College,Poughkeepsie,New York,3598
Skidmore College,Saratoga Springs,New York,3596
Western Colorado University,Gunnison,Colorado,3590
North Park University,Chicago,Illinois,3583
Carroll Community College,Westminster,Maryland,3582
Trinity University,San Antonio,Texas,3581
Renton Technical College,Renton,Washington,3579
Surry Community College,Dobson,North Carolina,3578
Coconino Community College,Flagstaff,Arizona,3572
Nhti-Concord'S Community College,Concord,New Hampshire,3566
Saint Ambrose University,Davenport,Iowa,3558
Dakota State University,Madison,South Dakota,3551
Georgia Southwestern State University,Americus,Georgia,3548
Southwest Baptist University,Bolivar,Missouri,3548
Gordon State College,Barnesville,Georgia,3547
Cisco College,Cisco,Texas,3535
Suny Polytechnic Institute,Utica,New York,3533
Mid Michigan College,Harrison,Michigan,3531
Nazareth College,Rochester,New York,3529
Furman University,Greenville,South Carolina,3527
University Of Hawaii-West Oahu,Kapolei,Hawaii,3526
Embry-Riddle Aeronautical University-Prescott,Prescott,Arizona,3522
Tuskegee University,Tuskegee,Alabama,3514
Butler County Community College,Butler,Pennsylvania,3509
Vista College,El Paso,Texas,3496
Three Rivers Community College,Norwich,Connecticut,3493
Atlanta Technical College,Atlanta,Georgia,3491
Minnesota West Community And Technical College,Granite Falls,Minnesota,3490
Ridgewater College,Willmar,Minnesota,3487
North Central College,Naperville,Illinois,3481
Mount Saint Mary'S University,Los Angeles,California,3458
Wellesley College,Wellesley,Massachusetts,3457
Meridian Community College,Meridian,Mississippi,3441
Albany Technical College,Albany,Georgia,3436
Cambridge College,Boston,Massachusetts,3436
Lawrence Technological University,Southfield,Michigan,3432
University Of Lynchburg,Lynchburg,Virginia,3430
Rhode Island School Of Design,Providence,Rhode Island,3428
University Of Charleston,Charleston,West Virginia,3427
University Of Northwestern Ohio,Lima,Ohio,3424
South Piedmont Community College,Polkton,North Carolina,3421
American International College,Springfield,Massachusetts,3419
Moody Bible Institute,Chicago,Illinois,3417
Ulster County Community College,Stone Ridge,New York,3417
Faulkner University,Montgomery,Alabama,3415
Wenatchee Valley College,Wenatchee,Washington,3414
University Of Maryland Eastern Shore,Princess Anne,Maryland,3411
Lafayette College,Easton,Pennsylvania,3407
Cleveland State Community College,Cleveland,Tennessee,3404
Canisius College,Buffalo,New York,3403
Minot State University,Minot,North Dakota,3403
Madisonville Community College,Madisonville,Kentucky,3401
Strayer University-Texas,Austin,Texas,3401
Western New Mexico University,Silver City,New Mexico,3398
Southside Virginia Community College,Alberta,Virginia,3396
Suny Adirondack,Queensbury,New York,3395
Ohio Northern University,Ada,Ohio,3392
Quincy College,Quincy,Massachusetts,3390
Whitworth University,Spokane,Washington,3385
Bard College,Annandale-On-Hudson,New York,3385
Waldorf University,Forest City,Iowa,3384
Tiffin University,Tiffin,Ohio,3375
Central Maine Community College,Auburn,Maine,3372
Wayne Community College,Goldsboro,North Carolina,3371
Carson-Newman University,Jefferson City,Tennessee,3369
United Talmudical Seminary,Brooklyn,New York,3361
Louisiana State University-Eunice,Eunice,Louisiana,3360
Gwynedd Mercy University,Gwynedd Valley,Pennsylvania,3357
Gettysburg College,Gettysburg,Pennsylvania,3357
Florida Gateway College,Lake City,Florida,3356
Arkansas State University-Beebe,Beebe,Arkansas,3354
Walla Walla Community College,Walla Walla,Washington,3353
Southern University At Shreveport,Shreveport,Louisiana,3351
Warren County Community College,Washington,New Jersey,3350
Vance-Granville Community College,Henderson,North Carolina,3350
Our Lady Of The Lake University,San Antonio,Texas,3344
Columbus Technical College,Columbus,Georgia,3341
New Mexico Highlands University,Las Vegas,New Mexico,3337
Central Ohio Technical College,Newark,Ohio,3337
St Francis College,Brooklyn Heights,New York,3332
Salve Regina University,Newport,Rhode Island,3331
Saint Francis University,Loretto,Pennsylvania,3330
University Of Arkansas At Pine Bluff,Pine Bluff,Arkansas,3327
Bethune-Cookman University,Daytona Beach,Florida,3317
Brenau University,Gainesville,Georgia,3316
Western Wyoming Community College,Rock Springs,Wyoming,3315
Moravian College,Bethlehem,Pennsylvania,3311
Chicago State University,Chicago,Illinois,3303
Life University,Marietta,Georgia,3301
Williams College,Williamstown,Massachusetts,3295
Eastern Oregon University,La Grande,Oregon,3285
Mercyhurst University,Erie,Pennsylvania,3281
Carthage College,Kenosha,Wisconsin,3277
Madonna University,Livonia,Michigan,3276
North Dakota State College Of Science,Wahpeton,North Dakota,3274
Marywood University,Scranton,Pennsylvania,3274
Upstate Medical University,Syracuse,New York,3269
Oklahoma City University,Oklahoma City,Oklahoma,3263
University Of Hawaii Maui College,Kahului,Hawaii,3248
Indiana Institute Of Technology,Fort Wayne,Indiana,3246
Otterbein University,Westerville,Ohio,3244
D'Youville College,Buffalo,New York,3231
Cayuga County Community College,Auburn,New York,3230
Athens State University,Athens,Alabama,3229
Copiah-Lincoln Community College,Wesson,Mississippi,3228
Truett Mcconnell University,Cleveland,Georgia,3226
Central Carolina Technical College,Sumter,South Carolina,3224
College Of Mount Saint Vincent,Bronx,New York,3222
Northwood University,Midland,Michigan,3222
Galen College Of Nursing-Louisville,Louisville,Kentucky,3220
Stonehill College,Easton,Massachusetts,3217
Lindsey Wilson College,Columbia,Kentucky,3216
Sowela Technical Community College,Lake Charles,Louisiana,3216
Southern Adventist University,Collegedale,Tennessee,3212
Whatcom Community College,Bellingham,Washington,3208
Washington And Lee University,Lexington,Virginia,3205
Cape Cod Community College,West Barnstable,Massachusetts,3204
Flagler College,Saint Augustine,Florida,3204
Northland Community And Technical College,Thief River Falls,Minnesota,3198
Milwaukee School Of Engineering,Milwaukee,Wisconsin,3196
The Chicago School Of Professional Psychology At Los Angeles,Los Angeles,California,3186
Mycomputercareer.Edu-Columbus,Westerville,Ohio,3181
University Of Phoenix-California,Ontario,California,3179
Prairie State College,Chicago Heights,Illinois,3177
Nash Community College,Rocky Mount,North Carolina,3176
Lawson State Community College,Birmingham,Alabama,3174
Franklin And Marshall College,Lancaster,Pennsylvania,3173
Georgia Piedmont Technical College,Clarkston,Georgia,3169
Mount St. Mary'S University,Emmitsburg,Maryland,3169
Moraine Park Technical College,Fond Du Lac,Wisconsin,3162
St Bonaventure University,Saint Bonaventure,New York,3160
Lenoir-Rhyne University,Hickory,North Carolina,3159
Lakeland University,Plymouth,Wisconsin,3154
University Of Montevallo,Montevallo,Alabama,3153
Strayer University-District Of Columbia,Washington,Dc,3148
Craven Community College,New Bern,North Carolina,3143
Northeast Texas Community College,Mount Pleasant,Texas,3138
Berkeley College-Woodland Park,Woodland Park,New Jersey,3136
South Florida State College,Avon Park,Florida,3132
Randolph Community College,Asheboro,North Carolina,3129
Walsh University,North Canton,Ohio,3121
Mississippi University For Women,Columbus,Mississippi,3117
Ohio State University-Newark Campus,Newark,Ohio,3115
Mount Aloysius College,Cresson,Pennsylvania,3111
Wilkes Community College,Wilkesboro,North Carolina,3106
Wor-Wic Community College,Salisbury,Maryland,3106
Albany Medical College,Albany,New York,3103
Herzing University-Madison,Madison,Wisconsin,3097
Cumberland University,Lebanon,Tennessee,3095
St Lawrence University,Canton,New York,3086
Northland Pioneer College,Holbrook,Arizona,3085
Kaskaskia College,Centralia,Illinois,3084
Denison University,Granville,Ohio,3082
Daemen College,Amherst,New York,3075
Three Rivers College,Poplar Bluff,Missouri,3064
Atlantic Technical College,Coconut Creek,Florida,3062
Vernon College,Vernon,Texas,3061
University Of Arkansas At Monticello,Monticello,Arkansas,3059
North Iowa Area Community College,Mason City,Iowa,3051
Highland Community College,Highland,Kansas,3050
Felician University,Lodi,New Jersey,3050
Augustana College,Rock Island,Illinois,3047
The College Of Health Care Professions-Northwest,Houston,Texas,3041
Capital Community College,Hartford,Connecticut,3034
University Of Saint Joseph,West Hartford,Connecticut,3027
College Of The Albemarle,Elizabeth City,North Carolina,3022
Suny Morrisville,Morrisville,New York,3021
North Central State College,Mansfield,Ohio,3013
Viterbo University,La Crosse,Wisconsin,3012
Cumberland County College,Vineland,New Jersey,3009
Allegany College Of Maryland,Cumberland,Maryland,2992
Immaculata University,Immaculata,Pennsylvania,2992
Albert Einstein College Of Medicine,Bronx,New York,2990
Curry College,Milton,Massachusetts,2989
Mid-State Technical College,Wisconsin Rapids,Wisconsin,2989
Maryland Institute College Of Art,Baltimore,Maryland,2988
University Of The Sciences,Philadelphia,Pennsylvania,2987
Manhattanville College,Purchase,New York,2987
Southwestern Baptist Theological Seminary,Fort Worth,Texas,2986
Alvernia University,Reading,Pennsylvania,2984
Art Center College Of Design,Pasadena,California,2981
Assumption University,Worcester,Massachusetts,2978
Colby College,Waterville,Maine,2976
American Sentinel University,Denver,Colorado,2973
Colorado College,Colorado Springs,Colorado,2964
University Of Dallas,Irving,Texas,2962
Chatham University,Pittsburgh,Pennsylvania,2959
River Parishes Community College,Gonzales,Louisiana,2957
Misericordia University,Dallas,Pennsylvania,2955
Rosalind Franklin University Of Medicine And Science,North Chicago,Illinois,2952
Kishwaukee College,Malta,Illinois,2950
Ogden-Weber Technical College,Ogden,Utah,2949
South Central College,North Mankato,Minnesota,2946
Jefferson Community College,Watertown,New York,2946
University Of Wisconsin-Superior,Superior,Wisconsin,2945
Dyersburg State Community College,Dyersburg,Tennessee,2943
The Evergreen State College,Olympia,Washington,2941
Golden Gate University-San Francisco,San Francisco,California,2940
East Central College,Union,Missouri,2934
University Of Puget Sound,Tacoma,Washington,2925
Hazard Community And Technical College,Hazard,Kentucky,2921
Trinity College,Hartford,Connecticut,2921
South Dakota School Of Mines And Technology,Rapid City,South Dakota,2920
Gurnick Academy Of Medical Arts,San Mateo,California,2916
King'S College,Wilkes-Barre,Pennsylvania,2912
Davidson College,Davidson,North Carolina,2910
Rappahannock Community College,Glenns,Virginia,2909
Coppin State University,Baltimore,Maryland,2908
South Carolina State University,Orangeburg,South Carolina,2908
Union College,Schenectady,New York,2907
University Of Evansville,Evansville,Indiana,2905
West Liberty University,West Liberty,West Virginia,2897
Gustavus Adolphus College,Saint Peter,Minnesota,2892
Stanly Community College,Albemarle,North Carolina,2892
Neumann University,Aston,Pennsylvania,2891
West Virginia University At Parkersburg,Parkersburg,West Virginia,2891
North Georgia Technical College,Clarkesville,Georgia,2887
Piedmont University,Demorest,Georgia,2883
Mount Holyoke College,South Hadley,Massachusetts,2883
Queens University Of Charlotte,Charlotte,North Carolina,2881
University Of Mount Olive,Mount Olive,North Carolina,2880
The Master'S University And Seminary,Santa Clarita,California,2878
Muhlenberg College,Allentown,Pennsylvania,2870
Morningside College,Sioux City,Iowa,2863
Sonoran Desert Institute,Tempe,Arizona,2857
Southwest Wisconsin Technical College,Fennimore,Wisconsin,2851
Northeast Alabama Community College,Rainsville,Alabama,2846
Lake Michigan College,Benton Harbor,Michigan,2844
Cascadia College,Bothell,Washington,2842
Lenoir Community College,Kinston,North Carolina,2839
Spelman College,Atlanta,Georgia,2834
Southwestern Community College,Sylva,North Carolina,2831
Galen College Of Nursing-San Antonio,San Antonio,Texas,2831
Blue Ridge Community College,Flat Rock,North Carolina,2826
New Orleans Baptist Theological Seminary,New Orleans,Louisiana,2818
Wagner College,Staten Island,New York,2814
Mount Vernon Nazarene University,Mount Vernon,Ohio,2810
Doane University,Crete,Nebraska,2810
Strayer University-South Carolina,Greenville,South Carolina,2806
Kentucky State University,Frankfort,Kentucky,2805
Panola College,Carthage,Texas,2802
University Of Saint Francis-Fort Wayne,Fort Wayne,Indiana,2800
University Of Minnesota-Crookston,Crookston,Minnesota,2799
Bowdoin College,Brunswick,Maine,2794
Susquehanna University,Selinsgrove,Pennsylvania,2785
Cowley County Community College,Arkansas City,Kansas,2781
Carleton College,Northfield,Minnesota,2780
Southeast Kentucky Community,Cumberland,Kentucky,2779
Alfred University,Alfred,New York,2776
Delaware Valley University,Doylestown,Pennsylvania,2775
Hocking College,Nelsonville,Ohio,2774
Dickinson College,Carlisle,Pennsylvania,2772
Mineral Area College,Park Hills,Missouri,2771
Texas Wesleyan University,Fort Worth,Texas,2769
Sul Ross State University,Alpine,Texas,2769
Amherst College,Amherst,Massachusetts,2767
North Greenville University,Tigerville,South Carolina,2767
West Coast University-Ontario,Ontario,California,2765
Platt College-Miller-Motte-Wilmington,Wilmington,North Carolina,2761
John Brown University,Siloam Springs,Arkansas,2761
Blackhawk Technical College,Janesville,Wisconsin,2760
Strayer University-Maryland,Suitland,Maryland,2760
Baker University,Baldwin City,Kansas,2760
Big Sandy Community And Technical College,Prestonsburg,Kentucky,2759
Miami University-Hamilton,Hamilton,Ohio,2755
Russell Sage College,Troy,New York,2752
Bates College,Lewiston,Maine,2752
Macalester College,Saint Paul,Minnesota,2751
Lower Columbia College,Longview,Washington,2744
Lakeshore Technical College,Cleveland,Wisconsin,2743
Dallas Theological Seminary,Dallas,Texas,2739
Hamilton College,Clinton,New York,2738
Alexandria Technical & Community College,Alexandria,Minnesota,2733
Illinois Valley Community College,Oglesby,Illinois,2731
East Central Community College,Decatur,Mississippi,2729
Caldwell University,Caldwell,New Jersey,2728
University Of California-System Administration Central Office,Oakland,California,2727
West Coast University-Los Angeles,North Hollywood,California,2725
Frontier Nursing University,Versailles,Kentucky,2723
Mary Baldwin University,Staunton,Virginia,2722
Rasmussen University-Illinois,Rockford,Illinois,2722
Barstow Community College,Barstow,California,2720
Cleveland Community College,Shelby,North Carolina,2719
Vanguard University Of Southern California,Costa Mesa,California,2717
University Of Mount Union,Alliance,Ohio,2716
Hawaii Community College,Hilo,Hawaii,2712
University Of Dubuque,Dubuque,Iowa,2711
Drew University,Madison,New Jersey,2707
Southeast Technical College,Sioux Falls,South Dakota,2703
Oklahoma State University Institute Of Technology,Okmulgee,Oklahoma,2702
Mid-Plains Community College,North Platte,Nebraska,2698
Berry College,Mount Berry,Georgia,2693
Everglades University,Boca Raton,Florida,2692
Saint Anselm College,Manchester,New Hampshire,2690
Georgian Court University,Lakewood,New Jersey,2688
Lamar State College-Port Arthur,Port Arthur,Texas,2686
East Georgia State College,Swainsboro,Georgia,2675
Ashland Community And Technical College,Ashland,Kentucky,2670
Texas A&M University-Central Texas,Killeen,Texas,2670
Chadron State College,Chadron,Nebraska,2664
Sussex County Community College,Newton,New Jersey,2659
Berkeley College-New York,New York,New York,2657
University Of Pikeville,Pikeville,Kentucky,2651
The College Of Wooster,Wooster,Ohio,2651
Kankakee Community College,Kankakee,Illinois,2650
Southern Nazarene University,Bethany,Oklahoma,2647
Concordia University Texas,Austin,Texas,2644
Danville Community College,Danville,Virginia,2644
Concordia College At Moorhead,Moorhead,Minnesota,2644
Pennsylvania Highlands Community College,Johnstown,Pennsylvania,2642
University Of Pittsburgh-Johnstown,Johnstown,Pennsylvania,2641
Ohio University-Southern Campus,Ironton,Ohio,2639
Iowa Lakes Community College,Estherville,Iowa,2636
Mount Saint Mary College,Newburgh,New York,2634
Kent State University At Geauga,Burton,Ohio,2629
Benedictine College,Atchison,Kansas,2628
Muskingum University,New Concord,Ohio,2622
Ohio University-Lancaster Campus,Lancaster,Ohio,2621
Palmer College Of Chiropractic,Davenport,Iowa,2615
Castleton University,Castleton,Vermont,2613
Taylor University,Upland,Indiana,2610
Southwest Virginia Community College,Cedar Bluff,Virginia,2609
Notre Dame Of Maryland University,Baltimore,Maryland,2606
Westminster College,Salt Lake City,Utah,2605
Southern University At New Orleans,New Orleans,Louisiana,2601
New England Institute Of Technology,East Greenwich,Rhode Island,2600
Chaminade University Of Honolulu,Honolulu,Hawaii,2598
Lake Tahoe Community College,South Lake Tahoe,California,2595
Saint Norbert College,De Pere,Wisconsin,2594
New York Medical College,Valhalla,New York,2593
The University Of The South,Sewanee,Tennessee,2593
Mckendree University,Lebanon,Illinois,2588
Suny College Of Environmental Science And Forestry,Syracuse,New York,2585
Centralia College,Centralia,Washington,2585
Manchester Community College,Manchester,New Hampshire,2584
Mississippi Valley State University,Itta Bena,Mississippi,2580
Lancaster Bible College,Lancaster,Pennsylvania,2580
Fuller Theological Seminary,Pasadena,California,2578
Freed-Hardeman University,Henderson,Tennessee,2578
Dakota County Technical College,Rosemount,Minnesota,2576
Morehouse College,Atlanta,Georgia,2573
Mid-America Christian University,Oklahoma City,Oklahoma,2569
Samuel Merritt University,Oakland,California,2569
Richmond Community College,Hamlet,North Carolina,2569
Monroe County Community College,Monroe,Michigan,2566
Suny College Of Agriculture And Technology At Cobleskill,Cobleskill,New York,2563
Lamar State College-Orange,Orange,Texas,2562
Ohio Christian University,Circleville,Ohio,2560
Occidental College,Los Angeles,California,2556
Aveda Arts & Sciences Institute-Covington,Covington,Louisiana,2554
Clovis Community College,Clovis,New Mexico,2554
Rivier University,Nashua,New Hampshire,2552
Rose-Hulman Institute Of Technology,Terre Haute,Indiana,2552
Texas Tech University Health Sciences Center-El Paso,El Paso,Texas,2547
City University Of Seattle,Seattle,Washington,2545
Mount Saint Joseph University,Cincinnati,Ohio,2535
Medaille College,Buffalo,New York,2530
Orangeburg Calhoun Technical College,Orangeburg,South Carolina,2528
Southeastern Community College,West Burlington,Iowa,2528
Goucher College,Baltimore,Maryland,2520
Johnson & Wales University-Online,Providence,Rhode Island,2519
New Mexico Institute Of Mining And Technology,Socorro,New Mexico,2517
Hardin-Simmons University,Abilene,Texas,2515
Lincoln University,Lincoln University,Pennsylvania,2514
Windward Community College,Kaneohe,Hawaii,2512
Willamette University,Salem,Oregon,2511
Edward Waters College,Jacksonville,Florida,2511
Columbia International University,Columbia,South Carolina,2509
Texas A&M University-Texarkana,Texarkana,Texas,2506
Mountain Empire Community College,Big Stone Gap,Virginia,2501
Franklin Pierce University,Rindge,New Hampshire,2498
William Woods University,Fulton,Missouri,2498
Cecil College,North East,Maryland,2496
Connecticut College,New London,Connecticut,2493
Northwest Nazarene University,Nampa,Idaho,2490
Claflin University,Orangeburg,South Carolina,2489
