name;city;state;population
Siena College;Loudonville;Ny;4252
St Cloud Technical And Community College;Saint Cloud;Mn;4240
Messiah University;Mechanicsburg;Pa;4234
Porterville College;Porterville;Ca;4234
Husson University;Bangor;Me;4229
Babson College;Wellesley;Ma;4222
Mountainland Technical College;Lehi;Ut;4219
Housatonic Community College;Bridgeport;Ct;4216
Great Basin College;Elko;Nv;4215
Blue Ridge Community And Technical College;Martinsburg;Wv;4214
Bismarck State College;Bismarck;Nd;4210
Louisiana Delta Community College;Monroe;La;4208
Carroll University;Waukesha;Wi;4205
University Of Northwestern-St Paul;Saint Paul;Mn;4204
Relay Graduate School Of Education;New York;Ny;4199
Lander University;Greenwood;Sc;4193
Black Hawk College;Moline;Il;4191
Jefferson College;Hillsboro;Mo;4185
Northern Wyoming Community College District;Sheridan;Wy;4184
School Of The Art Institute Of Chicago;Chicago;Il;4179
West Hills College-Lemoore;Lemoore;Ca;4177
St. Mary'S University;San Antonio;Tx;4170
Florida Southern College;Lakeland;Fl;4169
Eastern University;Saint Davids;Pa;4167
Gardner-Webb University;Boiling Springs;Nc;4166
Coastal Carolina Community College;Jacksonville;Nc;4160
Rockhurst University;Kansas City;Mo;4159
Trine University;Angola;In;4155
Shelton State Community College;Tuscaloosa;Al;4153
Xavier University Of Louisiana;New Orleans;La;4152
Texarkana College;Texarkana;Tx;4149
Casper College;Casper;Wy;4137
Kellogg Community College;Battle Creek;Mi;4135
Mount Wachusett Community College;Gardner;Ma;4124
Elmhurst University;Elmhurst;Il;4120
Colgate University;Hamilton;Ny;4120
University Of North Carolina At Asheville;Asheville;Nc;4117
George C Wallace Community College-Dothan;Dothan;Al;4117
Mohave Community College;Kingman;Az;4110
East Central University;Ada;Ok;4109
Howard College;Big Spring;Tx;4108
Strayer University-Tennessee;Memphis;Tn;4102
Bellarmine University;Louisville;Ky;4087
Fort Lewis College;Durango;Co;4085
Savannah Technical College;Savannah;Ga;4085
Shawnee State University;Portsmouth;Oh;4081
Black Hills State University;Spearfish;Sd;4072
Wiregrass Georgia Technical College;Valdosta;Ga;4068
Wesleyan University;Middletown;Ct;4068
Chamberlain University-Administrative Office;Chicago;Il;4066
Calvin University;Grand Rapids;Mi;4066
Le Moyne College;Syracuse;Ny;4066
University Of St Francis;Joliet;Il;4062
College Of The Holy Cross;Worcester;Ma;4053
Regis College;Weston;Ma;4044
Palo Verde College;Blythe;Ca;4035
Augsburg University;Minneapolis;Mn;4025
Alliant International University-San Diego;San Diego;Ca;4023
Morton College;Cicero;Il;4022
Lewis & Clark College;Portland;Or;4020
Fairleigh Dickinson University-Florham Campus;Madison;Nj;4013
Louisiana State University-Alexandria;Alexandria;La;4011
Savannah State University;Savannah;Ga;4001
Desales University;Center Valley;Pa;3985
West Virginia State University;Institute;Wv;3980
John Carroll University;University Heights;Oh;3973
Santa Fe Community College;Santa Fe;Nm;3973
Victoria College;Victoria;Tx;3968
Andrews University;Berrien Springs;Mi;3967
Western Nevada College;Carson City;Nv;3965
South Mountain Community College;Phoenix;Az;3963
Northwest State Community College;Archbold;Oh;3948
Hope College;Holland;Mi;3947
East Mississippi Community College;Scooba;Ms;3944
Lynn University;Boca Raton;Fl;3941
Bay Path University;Longmeadow;Ma;3937
Charleston Southern University;Charleston;Sc;3935
Keene State College;Keene;Nh;3934
Indian Hills Community College;Ottumwa;Ia;3934
Alcorn State University;Alcorn State;Ms;3934
Valparaiso University;Valparaiso;In;3919
Northwestern Michigan College;Traverse City;Mi;3915
Clover Park Technical College;Lakewood;Wa;3909
Jamestown Community College;Jamestown;Ny;3906
Coastal Pines Technical College;Waycross;Ga;3905
Muskegon Community College;Muskegon;Mi;3900
Dominican University;River Forest;Il;3900
Sullivan University;Louisville;Ky;3897
Indiana University-East;Richmond;In;3882
Hagerstown Community College;Hagerstown;Md;3881
Marymount University;Arlington;Va;3876
Suny Downstate Health Sciences University;Brooklyn;Ny;3868
Taft College;Taft;Ca;3865
Jersey College;Teterboro;Nj;3860
Cochise County Community College District;Sierra Vista;Az;3860
Middlebury College;Middlebury;Vt;3859
Wheaton College;Wheaton;Il;3852
South Suburban College;South Holland;Il;3846
Indiana Institute Of Technology-College Of Professional Studies;Fort Wayne;In;3846
Bevill State Community College;Jasper;Al;3844
Culinary Institute Of America;Hyde Park;Ny;3830
Bob Jones University;Greenville;Sc;3830
Franciscan University Of Steubenville;Steubenville;Oh;3822
Mitchell Community College;Statesville;Nc;3821
Springfield College;Springfield;Ma;3820
Mcdaniel College;Westminster;Md;3815
Northwest-Shoals Community College;Muscle Shoals;Al;3812
Goodwin University;East Hartford;Ct;3811
Northern State University;Aberdeen;Sd;3810
Rogers State University;Claremore;Ok;3809
Northshore Technical Community College;Lacombe;La;3807
Suny College At Potsdam;Potsdam;Ny;3799
Asa College;Brooklyn;Ny;3795
Southeastern Baptist Theological Seminary;Wake Forest;Nc;3790
Naval Postgraduate School;Monterey;Ca;3784
Unitek College;Fremont;Ca;3782
College Of Coastal Georgia;Brunswick;Ga;3781
Smith College;Northampton;Ma;3780
Blue Ridge Community College;Weyers Cave;Va;3773
St Olaf College;Northfield;Mn;3772
Midwestern Baptist Theological Seminary;Kansas City;Mo;3770
Tunxis Community College;Farmington;Ct;3764
Rollins College;Winter Park;Fl;3747
Riverland Community College;Austin;Mn;3741
Maysville Community And Technical College;Maysville;Ky;3735
John A Logan College;Carterville;Il;3735
Lake Washington Institute Of Technology;Kirkland;Wa;3732
Honolulu Community College;Honolulu;Hi;3731
University Of Hawaii At Hilo;Hilo;Hi;3729
Central Virginia Community College;Lynchburg;Va;3728
Brigham Young University-Hawaii;Laie;Hi;3728
Hamline University;Saint Paul;Mn;3724
Union University;Jackson;Tn;3713
Saint Peter'S University;Jersey City;Nj;3707
Wisconsin Indianhead Technical College;Shell Lake;Wi;3702
Northern Oklahoma College;Tonkawa;Ok;3697
Barnard College;New York;Ny;3696
Fort Valley State University;Fort Valley;Ga;3692
Pacific Lutheran University;Tacoma;Wa;3692
Westcliff University;Irvine;Ca;3679
Oberlin College;Oberlin;Oh;3669
Shepherd University;Shepherdstown;Wv;3665
Adams State University;Alamosa;Co;3664
Lock Haven University;Lock Haven;Pa;3661
Holy Family University;Philadelphia;Pa;3660
University Of North Texas Health Science Center;Fort Worth;Tx;3657
Mendocino College;Ukiah;Ca;3654
Midwestern University-Downers Grove;Downers Grove;Il;3647
Bates Technical College;Tacoma;Wa;3634
Delta State University;Cleveland;Ms;3631
Florence-Darlington Technical College;Florence;Sc;3630
Letourneau University;Longview;Tx;3630
Spring Arbor University;Spring Arbor;Mi;3628
Indiana University-Kokomo;Kokomo;In;3627
Capital University;Columbus;Oh;3625
Central Methodist University-College Of Graduate And Extended Studies;Fayette;Mo;3623
James A Rhodes State College;Lima;Oh;3623
Northeast Mississippi Community College;Booneville;Ms;3622
Concordia University-Nebraska;Seward;Ne;3620
St Clair County Community College;Port Huron;Mi;3618
Suny College Of Technology At Canton;Canton;Ny;3614
Philadelphia College Of Osteopathic Medicine;Philadelphia;Pa;3610
Henderson State University;Arkadelphia;Ar;3607
Suny College Of Technology At Delhi;Delhi;Ny;3605
Vassar College;Poughkeepsie;Ny;3598
Skidmore College;Saratoga Springs;Ny;3596
Western Colorado University;Gunnison;Co;3590
North Park University;Chicago;Il;3583
Carroll Community College;Westminster;Md;3582
Trinity University;San Antonio;Tx;3581
Renton Technical College;Renton;Wa;3579
Surry Community College;Dobson;Nc;3578
Coconino Community College;Flagstaff;Az;3572
Nhti-Concord'S Community College;Concord;Nh;3566
Saint Ambrose University;Davenport;Ia;3558
Dakota State University;Madison;Sd;3551
Georgia Southwestern State University;Americus;Ga;3548
Southwest Baptist University;Bolivar;Mo;3548
Gordon State College;Barnesville;Ga;3547
Cisco College;Cisco;Tx;3535
Suny Polytechnic Institute;Utica;Ny;3533
Mid Michigan College;Harrison;Mi;3531
Nazareth College;Rochester;Ny;3529
Furman University;Greenville;Sc;3527
University Of Hawaii-West Oahu;Kapolei;Hi;3526
Embry-Riddle Aeronautical University-Prescott;Prescott;Az;3522
Tuskegee University;Tuskegee;Al;3514
Butler County Community College;Butler;Pa;3509
Vista College;El Paso;Tx;3496
Three Rivers Community College;Norwich;Ct;3493
Atlanta Technical College;Atlanta;Ga;3491
Minnesota West Community And Technical College;Granite Falls;Mn;3490
Ridgewater College;Willmar;Mn;3487
North Central College;Naperville;Il;3481
Mount Saint Mary'S University;Los Angeles;Ca;3458
Wellesley College;Wellesley;Ma;3457
Meridian Community College;Meridian;Ms;3441
Albany Technical College;Albany;Ga;3436
Cambridge College;Boston;Ma;3436
Lawrence Technological University;Southfield;Mi;3432
University Of Lynchburg;Lynchburg;Va;3430
Rhode Island School Of Design;Providence;Ri;3428
University Of Charleston;Charleston;Wv;3427
University Of Northwestern Ohio;Lima;Oh;3424
South Piedmont Community College;Polkton;Nc;3421
American International College;Springfield;Ma;3419
Moody Bible Institute;Chicago;Il;3417
Ulster County Community College;Stone Ridge;Ny;3417
Faulkner University;Montgomery;Al;3415
Wenatchee Valley College;Wenatchee;Wa;3414
University Of Maryland Eastern Shore;Princess Anne;Md;3411
Lafayette College;Easton;Pa;3407
Cleveland State Community College;Cleveland;Tn;3404
Canisius College;Buffalo;Ny;3403
Minot State University;Minot;Nd;3403
Madisonville Community College;Madisonville;Ky;3401
Strayer University-Texas;Austin;Tx;3401
Western New Mexico University;Silver City;Nm;3398
Southside Virginia Community College;Alberta;Va;3396
Suny Adirondack;Queensbury;Ny;3395
Ohio Northern University;Ada;Oh;3392
Quincy College;Quincy;Ma;3390
Whitworth University;Spokane;Wa;3385
Bard College;Annandale-On-Hudson;Ny;3385
Waldorf University;Forest City;Ia;3384
Tiffin University;Tiffin;Oh;3375
Central Maine Community College;Auburn;Me;3372
Wayne Community College;Goldsboro;Nc;3371
Carson-Newman University;Jefferson City;Tn;3369
United Talmudical Seminary;Brooklyn;Ny;3361
Louisiana State University-Eunice;Eunice;La;3360
Gwynedd Mercy University;Gwynedd Valley;Pa;3357
Gettysburg College;Gettysburg;Pa;3357
Florida Gateway College;Lake City;Fl;3356
Arkansas State University-Beebe;Beebe;Ar;3354
Walla Walla Community College;Walla Walla;Wa;3353
Southern University At Shreveport;Shreveport;La;3351
Warren County Community College;Washington;Nj;3350
Vance-Granville Community College;Henderson;Nc;3350
Our Lady Of The Lake University;San Antonio;Tx;3344
Columbus Technical College;Columbus;Ga;3341
New Mexico Highlands University;Las Vegas;Nm;3337
Central Ohio Technical College;Newark;Oh;3337
St Francis College;Brooklyn Heights;Ny;3332
Salve Regina University;Newport;Ri;3331
Saint Francis University;Loretto;Pa;3330
University Of Arkansas At Pine Bluff;Pine Bluff;Ar;3327
Bethune-Cookman University;Daytona Beach;Fl;3317
Brenau University;Gainesville;Ga;3316
Western Wyoming Community College;Rock Springs;Wy;3315
Moravian College;Bethlehem;Pa;3311
Chicago State University;Chicago;Il;3303
Life University;Marietta;Ga;3301
Williams College;Williamstown;Ma;3295
Eastern Oregon University;La Grande;Or;3285
Mercyhurst University;Erie;Pa;3281
Carthage College;Kenosha;Wi;3277
Madonna University;Livonia;Mi;3276
North Dakota State College Of Science;Wahpeton;Nd;3274
Marywood University;Scranton;Pa;3274
Upstate Medical University;Syracuse;Ny;3269
Oklahoma City University;Oklahoma City;Ok;3263
University Of Hawaii Maui College;Kahului;Hi;3248
Indiana Institute Of Technology;Fort Wayne;In;3246
Otterbein University;Westerville;Oh;3244
D'Youville College;Buffalo;Ny;3231
Cayuga County Community College;Auburn;Ny;3230
Athens State University;Athens;Al;3229
Copiah-Lincoln Community College;Wesson;Ms;3228
Truett Mcconnell University;Cleveland;Ga;3226
Central Carolina Technical College;Sumter;Sc;3224
College Of Mount Saint Vincent;Bronx;Ny;3222
Northwood University;Midland;Mi;3222
Galen College Of Nursing-Louisville;Louisville;Ky;3220
Stonehill College;Easton;Ma;3217
Lindsey Wilson College;Columbia;Ky;3216
Sowela Technical Community College;Lake Charles;La;3216
Southern Adventist University;Collegedale;Tn;3212
Whatcom Community College;Bellingham;Wa;3208
Washington And Lee University;Lexington;Va;3205
Cape Cod Community College;West Barnstable;Ma;3204
Flagler College;Saint Augustine;Fl;3204
Northland Community And Technical College;Thief River Falls;Mn;3198
Milwaukee School Of Engineering;Milwaukee;Wi;3196
The Chicago School Of Professional Psychology At Los Angeles;Los Angeles;Ca;3186
Mycomputercareer.Edu-Columbus;Westerville;Oh;3181
University Of Phoenix-California;Ontario;Ca;3179
Prairie State College;Chicago Heights;Il;3177
Nash Community College;Rocky Mount;Nc;3176
Lawson State Community College;Birmingham;Al;3174
Franklin And Marshall College;Lancaster;Pa;3173
Georgia Piedmont Technical College;Clarkston;Ga;3169
Mount St. Mary'S University;Emmitsburg;Md;3169
Moraine Park Technical College;Fond Du Lac;Wi;3162
St Bonaventure University;Saint Bonaventure;Ny;3160
Lenoir-Rhyne University;Hickory;Nc;3159
Lakeland University;Plymouth;Wi;3154
University Of Montevallo;Montevallo;Al;3153
Strayer University-District Of Columbia;Washington;Dc;3148
Craven Community College;New Bern;Nc;3143
Northeast Texas Community College;Mount Pleasant;Tx;3138
Berkeley College-Woodland Park;Woodland Park;Nj;3136
South Florida State College;Avon Park;Fl;3132
Randolph Community College;Asheboro;Nc;3129
Walsh University;North Canton;Oh;3121
Mississippi University For Women;Columbus;Ms;3117
Ohio State University-Newark Campus;Newark;Oh;3115
Mount Aloysius College;Cresson;Pa;3111
Wilkes Community College;Wilkesboro;Nc;3106
Wor-Wic Community College;Salisbury;Md;3106
Albany Medical College;Albany;Ny;3103
Herzing University-Madison;Madison;Wi;3097
Cumberland University;Lebanon;Tn;3095
St Lawrence University;Canton;Ny;3086
Northland Pioneer College;Holbrook;Az;3085
Kaskaskia College;Centralia;Il;3084
Denison University;Granville;Oh;3082
Daemen College;Amherst;Ny;3075
Three Rivers College;Poplar Bluff;Mo;3064
Atlantic Technical College;Coconut Creek;Fl;3062
Vernon College;Vernon;Tx;3061
University Of Arkansas At Monticello;Monticello;Ar;3059
North Iowa Area Community College;Mason City;Ia;3051
Highland Community College;Highland;Ks;3050
Felician University;Lodi;Nj;3050
Augustana College;Rock Island;Il;3047
The College Of Health Care Professions-Northwest;Houston;Tx;3041
Capital Community College;Hartford;Ct;3034
University Of Saint Joseph;West Hartford;Ct;3027
College Of The Albemarle;Elizabeth City;Nc;3022
Suny Morrisville;Morrisville;Ny;3021
North Central State College;Mansfield;Oh;3013
Viterbo University;La Crosse;Wi;3012
Cumberland County College;Vineland;Nj;3009
Allegany College Of Maryland;Cumberland;Md;2992
Immaculata University;Immaculata;Pa;2992
Albert Einstein College Of Medicine;Bronx;Ny;2990
Curry College;Milton;Ma;2989
Mid-State Technical College;Wisconsin Rapids;Wi;2989
Maryland Institute College Of Art;Baltimore;Md;2988
University Of The Sciences;Philadelphia;Pa;2987
Manhattanville College;Purchase;Ny;2987
Southwestern Baptist Theological Seminary;Fort Worth;Tx;2986
Alvernia University;Reading;Pa;2984
Art Center College Of Design;Pasadena;Ca;2981
Assumption University;Worcester;Ma;2978
Colby College;Waterville;Me;2976
American Sentinel University;Denver;Co;2973
Colorado College;Colorado Springs;Co;2964
University Of Dallas;Irving;Tx;2962
Chatham University;Pittsburgh;Pa;2959
River Parishes Community College;Gonzales;La;2957
Misericordia University;Dallas;Pa;2955
Rosalind Franklin University Of Medicine And Science;North Chicago;Il;2952
Kishwaukee College;Malta;Il;2950
Ogden-Weber Technical College;Ogden;Ut;2949
South Central College;North Mankato;Mn;2946
Jefferson Community College;Watertown;Ny;2946
University Of Wisconsin-Superior;Superior;Wi;2945
Dyersburg State Community College;Dyersburg;Tn;2943
The Evergreen State College;Olympia;Wa;2941
Golden Gate University-San Francisco;San Francisco;Ca;2940
East Central College;Union;Mo;2934
University Of Puget Sound;Tacoma;Wa;2925
Hazard Community And Technical College;Hazard;Ky;2921
Trinity College;Hartford;Ct;2921
South Dakota School Of Mines And Technology;Rapid City;Sd;2920
Gurnick Academy Of Medical Arts;San Mateo;Ca;2916
King'S College;Wilkes-Barre;Pa;2912
Davidson College;Davidson;Nc;2910
Rappahannock Community College;Glenns;Va;2909
Coppin State University;Baltimore;Md;2908
South Carolina State University;Orangeburg;Sc;2908
Union College;Schenectady;Ny;2907
University Of Evansville;Evansville;In;2905
West Liberty University;West Liberty;Wv;2897
Gustavus Adolphus College;Saint Peter;Mn;2892
Stanly Community College;Albemarle;Nc;2892
Neumann University;Aston;Pa;2891
West Virginia University At Parkersburg;Parkersburg;Wv;2891
North Georgia Technical College;Clarkesville;Ga;2887
Piedmont University;Demorest;Ga;2883
Mount Holyoke College;South Hadley;Ma;2883
Queens University Of Charlotte;Charlotte;Nc;2881
University Of Mount Olive;Mount Olive;Nc;2880
The Master'S University And Seminary;Santa Clarita;Ca;2878
Muhlenberg College;Allentown;Pa;2870
Morningside College;Sioux City;Ia;2863
Sonoran Desert Institute;Tempe;Az;2857
Southwest Wisconsin Technical College;Fennimore;Wi;2851
Northeast Alabama Community College;Rainsville;Al;2846
Lake Michigan College;Benton Harbor;Mi;2844
Cascadia College;Bothell;Wa;2842
Lenoir Community College;Kinston;Nc;2839
Spelman College;Atlanta;Ga;2834
Southwestern Community College;Sylva;Nc;2831
Galen College Of Nursing-San Antonio;San Antonio;Tx;2831
Blue Ridge Community College;Flat Rock;Nc;2826
New Orleans Baptist Theological Seminary;New Orleans;La;2818
Wagner College;Staten Island;Ny;2814
Mount Vernon Nazarene University;Mount Vernon;Oh;2810
Doane University;Crete;Ne;2810
Strayer University-South Carolina;Greenville;Sc;2806
Kentucky State University;Frankfort;Ky;2805
Panola College;Carthage;Tx;2802
University Of Saint Francis-Fort Wayne;Fort Wayne;In;2800
University Of Minnesota-Crookston;Crookston;Mn;2799
Bowdoin College;Brunswick;Me;2794
Susquehanna University;Selinsgrove;Pa;2785
Cowley County Community College;Arkansas City;Ks;2781
Carleton College;Northfield;Mn;2780
Southeast Kentucky Community;Cumberland;Ky;2779
Alfred University;Alfred;Ny;2776
Delaware Valley University;Doylestown;Pa;2775
Hocking College;Nelsonville;Oh;2774
Dickinson College;Carlisle;Pa;2772
Mineral Area College;Park Hills;Mo;2771
Texas Wesleyan University;Fort Worth;Tx;2769
Sul Ross State University;Alpine;Tx;2769
Amherst College;Amherst;Ma;2767
North Greenville University;Tigerville;Sc;2767
West Coast University-Ontario;Ontario;Ca;2765
Platt College-Miller-Motte-Wilmington;Wilmington;Nc;2761
John Brown University;Siloam Springs;Ar;2761
Blackhawk Technical College;Janesville;Wi;2760
Strayer University-Maryland;Suitland;Md;2760
Baker University;Baldwin City;Ks;2760
Big Sandy Community And Technical College;Prestonsburg;Ky;2759
Miami University-Hamilton;Hamilton;Oh;2755
Russell Sage College;Troy;Ny;2752
Bates College;Lewiston;Me;2752
Macalester College;Saint Paul;Mn;2751
Lower Columbia College;Longview;Wa;2744
Lakeshore Technical College;Cleveland;Wi;2743
Dallas Theological Seminary;Dallas;Tx;2739
Hamilton College;Clinton;Ny;2738
Alexandria Technical & Community College;Alexandria;Mn;2733
Illinois Valley Community College;Oglesby;Il;2731
East Central Community College;Decatur;Ms;2729
Caldwell University;Caldwell;Nj;2728
University Of California-System Administration Central Office;Oakland;Ca;2727
West Coast University-Los Angeles;North Hollywood;Ca;2725
Frontier Nursing University;Versailles;Ky;2723
Mary Baldwin University;Staunton;Va;2722
Rasmussen University-Illinois;Rockford;Il;2722
Barstow Community College;Barstow;Ca;2720
Cleveland Community College;Shelby;Nc;2719
Vanguard University Of Southern California;Costa Mesa;Ca;2717
University Of Mount Union;Alliance;Oh;2716
Hawaii Community College;Hilo;Hi;2712
University Of Dubuque;Dubuque;Ia;2711
Drew University;Madison;Nj;2707
Southeast Technical College;Sioux Falls;Sd;2703
Oklahoma State University Institute Of Technology;Okmulgee;Ok;2702
Mid-Plains Community College;North Platte;Ne;2698
Berry College;Mount Berry;Ga;2693
Everglades University;Boca Raton;Fl;2692
Saint Anselm College;Manchester;Nh;2690
Georgian Court University;Lakewood;Nj;2688
Lamar State College-Port Arthur;Port Arthur;Tx;2686
East Georgia State College;Swainsboro;Ga;2675
Ashland Community And Technical College;Ashland;Ky;2670
Texas A&M University-Central Texas;Killeen;Tx;2670
Chadron State College;Chadron;Ne;2664
Sussex County Community College;Newton;Nj;2659
Berkeley College-New York;New York;Ny;2657
University Of Pikeville;Pikeville;Ky;2651
The College Of Wooster;Wooster;Oh;2651
Kankakee Community College;Kankakee;Il;2650
Southern Nazarene University;Bethany;Ok;2647
Concordia University Texas;Austin;Tx;2644
Danville Community College;Danville;Va;2644
Concordia College At Moorhead;Moorhead;Mn;2644
Pennsylvania Highlands Community College;Johnstown;Pa;2642
University Of Pittsburgh-Johnstown;Johnstown;Pa;2641
Ohio University-Southern Campus;Ironton;Oh;2639
Iowa Lakes Community College;Estherville;Ia;2636
Mount Saint Mary College;Newburgh;Ny;2634
Kent State University At Geauga;Burton;Oh;2629
Benedictine College;Atchison;Ks;2628
Muskingum University;New Concord;Oh;2622
Ohio University-Lancaster Campus;Lancaster;Oh;2621
Palmer College Of Chiropractic;Davenport;Ia;2615
Castleton University;Castleton;Vt;2613
Taylor University;Upland;In;2610
Southwest Virginia Community College;Cedar Bluff;Va;2609
Notre Dame Of Maryland University;Baltimore;Md;2606
Westminster College;Salt Lake City;Ut;2605
Southern University At New Orleans;New Orleans;La;2601
New England Institute Of Technology;East Greenwich;Ri;2600
Chaminade University Of Honolulu;Honolulu;Hi;2598
Lake Tahoe Community College;South Lake Tahoe;Ca;2595
Saint Norbert College;De Pere;Wi;2594
New York Medical College;Valhalla;Ny;2593
The University Of The South;Sewanee;Tn;2593
Mckendree University;Lebanon;Il;2588
Suny College Of Environmental Science And Forestry;Syracuse;Ny;2585
Centralia College;Centralia;Wa;2585
Manchester Community College;Manchester;Nh;2584
Mississippi Valley State University;Itta Bena;Ms;2580
Lancaster Bible College;Lancaster;Pa;2580
Fuller Theological Seminary;Pasadena;Ca;2578
Freed-Hardeman University;Henderson;Tn;2578
Dakota County Technical College;Rosemount;Mn;2576
Morehouse College;Atlanta;Ga;2573
Mid-America Christian University;Oklahoma City;Ok;2569
Samuel Merritt University;Oakland;Ca;2569
Richmond Community College;Hamlet;Nc;2569
Monroe County Community College;Monroe;Mi;2566
Suny College Of Agriculture And Technology At Cobleskill;Cobleskill;Ny;2563
Lamar State College-Orange;Orange;Tx;2562
Ohio Christian University;Circleville;Oh;2560
Occidental College;Los Angeles;Ca;2556
Aveda Arts & Sciences Institute-Covington;Covington;La;2554
Clovis Community College;Clovis;Nm;2554
Rivier University;Nashua;Nh;2552
Rose-Hulman Institute Of Technology;Terre Haute;In;2552
Texas Tech University Health Sciences Center-El Paso;El Paso;Tx;2547
City University Of Seattle;Seattle;Wa;2545
Mount Saint Joseph University;Cincinnati;Oh;2535
Medaille College;Buffalo;Ny;2530
Orangeburg Calhoun Technical College;Orangeburg;Sc;2528
Southeastern Community College;West Burlington;Ia;2528
Goucher College;Baltimore;Md;2520
Johnson & Wales University-Online;Providence;Ri;2519
New Mexico Institute Of Mining And Technology;Socorro;Nm;2517
Hardin-Simmons University;Abilene;Tx;2515
Lincoln University;Lincoln University;Pa;2514
Windward Community College;Kaneohe;Hi;2512
Willamette University;Salem;Or;2511
Edward Waters College;Jacksonville;Fl;2511
Columbia International University;Columbia;Sc;2509
Texas A&M University-Texarkana;Texarkana;Tx;2506
Mountain Empire Community College;Big Stone Gap;Va;2501
Franklin Pierce University;Rindge;Nh;2498
William Woods University;Fulton;Mo;2498
Cecil College;North East;Md;2496
Connecticut College;New London;Ct;2493
Northwest Nazarene University;Nampa;Id;2490
Claflin University;Orangeburg;Sc;2489
Uta Mesivta Of Kiryas Joel;Monroe;Ny;2486
Eastern Virginia Medical School;Norfolk;Va;2486
Richland Community College;Decatur;Il;2485
Kennebec Valley Community College;Fairfield;Me;2480
Herkimer County Community College;Herkimer;Ny;2478
Lincoln University;Jefferson City;Mo;2476
Augustana University;Sioux Falls;Sd;2476
Galen College Of Nursing-Tampa Bay;Saint Petersburg;Fl;2476
Oklahoma Christian University;Edmond;Ok;2470
Northern Vermont University;Johnson;Vt;2468
Charter College;Vancouver;Wa;2468
Carlow University;Pittsburgh;Pa;2467
Swarthmore College;Swarthmore;Pa;2466
Bishop State Community College;Mobile;Al;2466
Lake Area Technical College;Watertown;Sd;2461
Danville Area Community College;Danville;Il;2460
Mayo Clinic College Of Medicine And Science;Rochester;Mn;2458
Edgewood College;Madison;Wi;2455
Umpqua Community College;Roseburg;Or;2454
Ohio University-Chillicothe Campus;Chillicothe;Oh;2453
Roanoke College;Salem;Va;2452
Kent State University At Tuscarawas;New Philadelphia;Oh;2451
Lackawanna College;Scranton;Pa;2449
Gordon College;Wenham;Ma;2446
Cabrini University;Radnor;Pa;2445
Massachusetts College Of Art And Design;Boston;Ma;2441
Lebanon Valley College;Annville;Pa;2441
Ogeechee Technical College;Statesboro;Ga;2437
Siena Heights University;Adrian;Mi;2437
Hood College;Frederick;Md;2435
Saint Joseph'S College Of Maine;Standish;Me;2434
Wytheville Community College;Wytheville;Va;2432
Ranger College;Ranger;Tx;2431
Murray State College;Tishomingo;Ok;2429
Isothermal Community College;Spindale;Nc;2427
Lasell University;Newton;Ma;2420
Elizabethtown College;Elizabethtown;Pa;2419
Orange Technical College-Mid Florida Campus;Orlando;Fl;2419
Newman University;Wichita;Ks;2416
Kettering University;Flint;Mi;2415
Millikin University;Decatur;Il;2414
University Of Alaska Southeast;Juneau;Ak;2413
Rhodes College;Memphis;Tn;2411
Kent State University At Trumbull;Warren;Oh;2410
Hobart William Smith Colleges;Geneva;Ny;2410
Hondros College Of Nursing;Westerville;Oh;2409
Francis Tuttle Technology Center;Oklahoma City;Ok;2409
Richard Bland College;South Prince George;Va;2403
Depauw University;Greencastle;In;2399
Point University;West Point;Ga;2397
La Sierra University;Riverside;Ca;2397
Zane State College;Zanesville;Oh;2395
Terra State Community College;Fremont;Oh;2395
Elizabeth City State University;Elizabeth City;Nc;2390
Bryn Mawr College;Bryn Mawr;Pa;2389
Mississippi Delta Community College;Moorhead;Ms;2388
Evangel University;Springfield;Mo;2387
Maharishi International University;Fairfield;Ia;2382
Central Louisiana Technical Community College;Alexandria;La;2379
Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando;Orlando;Fl;2379
Langston University;Langston;Ok;2374
Nebraska Wesleyan University;Lincoln;Ne;2374
Berea College;Berea;Ky;2371
Dominican University Of California;San Rafael;Ca;2369
Seton Hill University;Greensburg;Pa;2366
Nyack College;New York;Ny;2365
Marion Technical College;Marion;Oh;2362
Claremont Graduate University;Claremont;Ca;2355
Virginia Military Institute;Lexington;Va;2355
Buena Vista University;Storm Lake;Ia;2355
University Of Connecticut-Stamford;Stamford;Ct;2354
Technical College Of The Lowcountry;Beaufort;Sc;2354
Emmanuel College;Boston;Ma;2351
Thomas More University;Crestview Hills;Ky;2351
Patrick Henry Community College;Martinsville;Va;2350
Christian Brothers University;Memphis;Tn;2347
University Of South Carolina Beaufort;Bluffton;Sc;2346
Wabash Valley College;Mount Carmel;Il;2346
Meredith College;Raleigh;Nc;2340
Flathead Valley Community College;Kalispell;Mt;2340
Luther College;Decorah;Ia;2337
Nunez Community College;Chalmette;La;2332
Middlesex Community College;Middletown;Ct;2332
Columbia College;Sonora;Ca;2330
Allen County Community College;Iola;Ks;2329
Fidm-Fashion Institute Of Design & Merchandising-Los Angeles;Los Angeles;Ca;2327
Hillsdale College;Hillsdale;Mi;2327
City Colleges Of Chicago-Kennedy-King College;Chicago;Il;2326
Galveston College;Galveston;Tx;2323
College Of Eastern Idaho;Idaho Falls;Id;2323
Cornerstone University;Grand Rapids;Mi;2322
